REPKEY,RANKDATE,RANKDATEVALUE,RANKDAYVALUE,ORIGINALREP,ENROLLMENTS,NETENROLLMENTS,TOTALDEBT,NETDEBT,EARLYCANCELLATION,CANCELLEDDEBT,ENROLLDATE
20260115_JENNA MARKS,JAN-2026,202601,20260115,Jenna Marks,2,2,67911,67911,0,0,"Thursday, January 15, 2026"
20260115_NADDIA BAZAR,JAN-2026,202601,20260115,Naddia Bazar,4,4,181104,181104,0,0,"Thursday, January 15, 2026"
20260115_TARA SINGH,JAN-2026,202601,20260115,Tara Singh,4,4,181540,181540,0,0,"Thursday, January 15, 2026"
20260115_LISA WONG,JAN-2026,202601,20260115,Lisa Wong,3,3,46746,46746,0,0,"Thursday, January 15, 2026"
20260115_MARCUS LEE,JAN-2026,202601,20260115,Marcus Lee,4,4,145731,145731,0,0,"Thursday, January 15, 2026"
20260115_SOFIA CRUZ,JAN-2026,202601,20260115,Sofia Cruz,3,3,129975,129975,0,0,"Thursday, January 15, 2026"
20260115_ALEXANDER DAGEN,JAN-2026,202601,20260115,Alexander Dagen,4,4,122211,122211,0,0,"Thursday, January 15, 2026"
20260115_VICTOR CHEN,JAN-2026,202601,20260115,Victor Chen,2,2,51856,51856,0,0,"Thursday, January 15, 2026"
20260116_EVAN BAKER,JAN-2026,202601,20260116,Evan Baker,3,3,112454,112454,0,0,"Friday, January 16, 2026"
20260116_JAY HARRIS,JAN-2026,202601,20260116,Jay Harris,3,2,113196,86825,1,26371,"Friday, January 16, 2026"
20260116_JENNA MARKS,JAN-2026,202601,20260116,Jenna Marks,3,2,111129,64618,1,46511,"Friday, January 16, 2026"
20260116_NADDIA BAZAR,JAN-2026,202601,20260116,Naddia Bazar,5,5,182799,182799,0,0,"Friday, January 16, 2026"
20260116_TARA SINGH,JAN-2026,202601,20260116,Tara Singh,2,1,79633,63349,1,16284,"Friday, January 16, 2026"
20260116_LISA WONG,JAN-2026,202601,20260116,Lisa Wong,5,4,240256,184132,1,56124,"Friday, January 16, 2026"
20260116_MARCUS LEE,JAN-2026,202601,20260116,Marcus Lee,3,3,145405,145405,0,0,"Friday, January 16, 2026"
20260116_SOFIA CRUZ,JAN-2026,202601,20260116,Sofia Cruz,5,4,229927,203578,1,26349,"Friday, January 16, 2026"
20260116_ALEXANDER DAGEN,JAN-2026,202601,20260116,Alexander Dagen,4,4,110878,110878,0,0,"Friday, January 16, 2026"
20260116_VICTOR CHEN,JAN-2026,202601,20260116,Victor Chen,3,3,80360,80360,0,0,"Friday, January 16, 2026"
20260119_EVAN BAKER,JAN-2026,202601,20260119,Evan Baker,5,5,190113,190113,0,0,"Monday, January 19, 2026"
20260119_JAY HARRIS,JAN-2026,202601,20260119,Jay Harris,1,1,15157,15157,0,0,"Monday, January 19, 2026"
20260119_JENNA MARKS,JAN-2026,202601,20260119,Jenna Marks,1,0,36010,0,1,36010,"Monday, January 19, 2026"
20260119_NADDIA BAZAR,JAN-2026,202601,20260119,Naddia Bazar,3,2,130184,93310,1,36874,"Monday, January 19, 2026"
20260119_TARA SINGH,JAN-2026,202601,20260119,Tara Singh,5,5,185133,185133,0,0,"Monday, January 19, 2026"
20260119_LISA WONG,JAN-2026,202601,20260119,Lisa Wong,3,3,104109,104109,0,0,"Monday, January 19, 2026"
20260119_MARCUS LEE,JAN-2026,202601,20260119,Marcus Lee,2,2,95517,95517,0,0,"Monday, January 19, 2026"
20260119_SOFIA CRUZ,JAN-2026,202601,20260119,Sofia Cruz,4,4,161448,161448,0,0,"Monday, January 19, 2026"
20260119_ALEXANDER DAGEN,JAN-2026,202601,20260119,Alexander Dagen,3,3,120512,120512,0,0,"Monday, January 19, 2026"
20260119_VICTOR CHEN,JAN-2026,202601,20260119,Victor Chen,4,4,122589,122589,0,0,"Monday, January 19, 2026"
20260120_EVAN BAKER,JAN-2026,202601,20260120,Evan Baker,3,3,80071,80071,0,0,"Tuesday, January 20, 2026"
20260120_JAY HARRIS,JAN-2026,202601,20260120,Jay Harris,0,0,0,0,0,0,"Tuesday, January 20, 2026"
20260120_JENNA MARKS,JAN-2026,202601,20260120,Jenna Marks,1,0,20004,0,1,20004,"Tuesday, January 20, 2026"
20260120_NADDIA BAZAR,JAN-2026,202601,20260120,Naddia Bazar,3,3,133289,133289,0,0,"Tuesday, January 20, 2026"
20260120_TARA SINGH,JAN-2026,202601,20260120,Tara Singh,4,3,92310,55775,1,36535,"Tuesday, January 20, 2026"
20260120_LISA WONG,JAN-2026,202601,20260120,Lisa Wong,2,2,43052,43052,0,0,"Tuesday, January 20, 2026"
20260120_MARCUS LEE,JAN-2026,202601,20260120,Marcus Lee,5,5,190181,190181,0,0,"Tuesday, January 20, 2026"
20260120_SOFIA CRUZ,JAN-2026,202601,20260120,Sofia Cruz,5,5,173742,173742,0,0,"Tuesday, January 20, 2026"
20260120_ALEXANDER DAGEN,JAN-2026,202601,20260120,Alexander Dagen,2,2,61860,61860,0,0,"Tuesday, January 20, 2026"
20260120_VICTOR CHEN,JAN-2026,202601,20260120,Victor Chen,4,4,90509,90509,0,0,"Tuesday, January 20, 2026"
20260121_EVAN BAKER,JAN-2026,202601,20260121,Evan Baker,4,4,121781,121781,0,0,"Wednesday, January 21, 2026"
20260121_JAY HARRIS,JAN-2026,202601,20260121,Jay Harris,1,0,23307,0,1,23307,"Wednesday, January 21, 2026"
20260121_JENNA MARKS,JAN-2026,202601,20260121,Jenna Marks,0,0,0,0,0,0,"Wednesday, January 21, 2026"
20260121_NADDIA BAZAR,JAN-2026,202601,20260121,Naddia Bazar,4,3,193264,140262,1,53002,"Wednesday, January 21, 2026"
20260121_TARA SINGH,JAN-2026,202601,20260121,Tara Singh,3,2,103757,54218,1,49539,"Wednesday, January 21, 2026"
20260121_LISA WONG,JAN-2026,202601,20260121,Lisa Wong,2,2,21491,21491,0,0,"Wednesday, January 21, 2026"
20260121_MARCUS LEE,JAN-2026,202601,20260121,Marcus Lee,2,2,73647,73647,0,0,"Wednesday, January 21, 2026"
20260121_SOFIA CRUZ,JAN-2026,202601,20260121,Sofia Cruz,4,3,103047,91147,1,11900,"Wednesday, January 21, 2026"
20260121_ALEXANDER DAGEN,JAN-2026,202601,20260121,Alexander Dagen,4,4,198599,198599,0,0,"Wednesday, January 21, 2026"
20260121_VICTOR CHEN,JAN-2026,202601,20260121,Victor Chen,5,5,216470,216470,0,0,"Wednesday, January 21, 2026"
20260122_EVAN BAKER,JAN-2026,202601,20260122,Evan Baker,4,3,174155,111811,1,62344,"Thursday, January 22, 2026"
20260122_JAY HARRIS,JAN-2026,202601,20260122,Jay Harris,2,2,75630,75630,0,0,"Thursday, January 22, 2026"
20260122_JENNA MARKS,JAN-2026,202601,20260122,Jenna Marks,1,1,21321,21321,0,0,"Thursday, January 22, 2026"
20260122_NADDIA BAZAR,JAN-2026,202601,20260122,Naddia Bazar,6,5,180059,143983,1,36076,"Thursday, January 22, 2026"
20260122_TARA SINGH,JAN-2026,202601,20260122,Tara Singh,4,4,150143,150143,0,0,"Thursday, January 22, 2026"
20260122_LISA WONG,JAN-2026,202601,20260122,Lisa Wong,3,3,119963,119963,0,0,"Thursday, January 22, 2026"
20260122_MARCUS LEE,JAN-2026,202601,20260122,Marcus Lee,2,2,51796,51796,0,0,"Thursday, January 22, 2026"
20260122_SOFIA CRUZ,JAN-2026,202601,20260122,Sofia Cruz,5,4,221130,175276,1,45854,"Thursday, January 22, 2026"
20260122_ALEXANDER DAGEN,JAN-2026,202601,20260122,Alexander Dagen,3,3,117243,117243,0,0,"Thursday, January 22, 2026"
20260122_VICTOR CHEN,JAN-2026,202601,20260122,Victor Chen,5,4,137667,128323,1,9344,"Thursday, January 22, 2026"
20260123_EVAN BAKER,JAN-2026,202601,20260123,Evan Baker,0,0,0,0,0,0,"Friday, January 23, 2026"
20260123_JAY HARRIS,JAN-2026,202601,20260123,Jay Harris,4,3,85027,76303,1,8724,"Friday, January 23, 2026"
20260123_JENNA MARKS,JAN-2026,202601,20260123,Jenna Marks,2,2,48566,48566,0,0,"Friday, January 23, 2026"
20260123_NADDIA BAZAR,JAN-2026,202601,20260123,Naddia Bazar,4,4,142090,142090,0,0,"Friday, January 23, 2026"
20260123_TARA SINGH,JAN-2026,202601,20260123,Tara Singh,4,3,88514,75944,1,12570,"Friday, January 23, 2026"
20260123_LISA WONG,JAN-2026,202601,20260123,Lisa Wong,4,4,97995,97995,0,0,"Friday, January 23, 2026"
20260123_MARCUS LEE,JAN-2026,202601,20260123,Marcus Lee,2,1,38058,22414,1,15644,"Friday, January 23, 2026"
20260123_SOFIA CRUZ,JAN-2026,202601,20260123,Sofia Cruz,5,5,187550,187550,0,0,"Friday, January 23, 2026"
20260123_ALEXANDER DAGEN,JAN-2026,202601,20260123,Alexander Dagen,5,5,208770,208770,0,0,"Friday, January 23, 2026"
20260123_VICTOR CHEN,JAN-2026,202601,20260123,Victor Chen,2,2,46881,46881,0,0,"Friday, January 23, 2026"
20260126_EVAN BAKER,JAN-2026,202601,20260126,Evan Baker,3,3,57007,57007,0,0,"Monday, January 26, 2026"
20260126_JAY HARRIS,JAN-2026,202601,20260126,Jay Harris,1,1,13094,13094,0,0,"Monday, January 26, 2026"
20260126_JENNA MARKS,JAN-2026,202601,20260126,Jenna Marks,5,3,143998,84400,2,59598,"Monday, January 26, 2026"
20260126_NADDIA BAZAR,JAN-2026,202601,20260126,Naddia Bazar,3,3,116233,116233,0,0,"Monday, January 26, 2026"
20260126_TARA SINGH,JAN-2026,202601,20260126,Tara Singh,4,4,177614,177614,0,0,"Monday, January 26, 2026"
20260126_LISA WONG,JAN-2026,202601,20260126,Lisa Wong,4,4,141785,141785,0,0,"Monday, January 26, 2026"
20260126_MARCUS LEE,JAN-2026,202601,20260126,Marcus Lee,0,0,0,0,0,0,"Monday, January 26, 2026"
20260126_SOFIA CRUZ,JAN-2026,202601,20260126,Sofia Cruz,4,4,158999,158999,0,0,"Monday, January 26, 2026"
20260126_ALEXANDER DAGEN,JAN-2026,202601,20260126,Alexander Dagen,3,3,93454,93454,0,0,"Monday, January 26, 2026"
20260126_VICTOR CHEN,JAN-2026,202601,20260126,Victor Chen,2,2,105748,105748,0,0,"Monday, January 26, 2026"
20260127_EVAN BAKER,JAN-2026,202601,20260127,Evan Baker,6,6,247434,247434,0,0,"Tuesday, January 27, 2026"
20260127_JAY HARRIS,JAN-2026,202601,20260127,Jay Harris,3,1,125072,55342,2,69730,"Tuesday, January 27, 2026"
20260127_JENNA MARKS,JAN-2026,202601,20260127,Jenna Marks,2,2,79316,79316,0,0,"Tuesday, January 27, 2026"
20260127_NADDIA BAZAR,JAN-2026,202601,20260127,Naddia Bazar,5,4,143506,125316,1,18190,"Tuesday, January 27, 2026"
20260127_TARA SINGH,JAN-2026,202601,20260127,Tara Singh,3,1,116617,47481,2,69136,"Tuesday, January 27, 2026"
20260127_LISA WONG,JAN-2026,202601,20260127,Lisa Wong,1,1,49110,49110,0,0,"Tuesday, January 27, 2026"
20260127_MARCUS LEE,JAN-2026,202601,20260127,Marcus Lee,4,4,105051,105051,0,0,"Tuesday, January 27, 2026"
20260127_SOFIA CRUZ,JAN-2026,202601,20260127,Sofia Cruz,6,6,226680,226680,0,0,"Tuesday, January 27, 2026"
20260127_ALEXANDER DAGEN,JAN-2026,202601,20260127,Alexander Dagen,3,2,94859,32800,1,62059,"Tuesday, January 27, 2026"
20260127_VICTOR CHEN,JAN-2026,202601,20260127,Victor Chen,3,3,86307,86307,0,0,"Tuesday, January 27, 2026"
20260128_EVAN BAKER,JAN-2026,202601,20260128,Evan Baker,3,2,127964,75152,1,52812,"Wednesday, January 28, 2026"
20260128_JAY HARRIS,JAN-2026,202601,20260128,Jay Harris,4,3,231892,175245,1,56647,"Wednesday, January 28, 2026"
20260128_JENNA MARKS,JAN-2026,202601,20260128,Jenna Marks,1,0,59456,0,1,59456,"Wednesday, January 28, 2026"
20260128_NADDIA BAZAR,JAN-2026,202601,20260128,Naddia Bazar,4,4,134723,134723,0,0,"Wednesday, January 28, 2026"
20260128_TARA SINGH,JAN-2026,202601,20260128,Tara Singh,6,5,235006,194167,1,40839,"Wednesday, January 28, 2026"
20260128_LISA WONG,JAN-2026,202601,20260128,Lisa Wong,0,0,0,0,0,0,"Wednesday, January 28, 2026"
20260128_MARCUS LEE,JAN-2026,202601,20260128,Marcus Lee,3,3,108035,108035,0,0,"Wednesday, January 28, 2026"
20260128_SOFIA CRUZ,JAN-2026,202601,20260128,Sofia Cruz,5,5,200392,200392,0,0,"Wednesday, January 28, 2026"
20260128_ALEXANDER DAGEN,JAN-2026,202601,20260128,Alexander Dagen,2,2,48422,48422,0,0,"Wednesday, January 28, 2026"
20260128_VICTOR CHEN,JAN-2026,202601,20260128,Victor Chen,3,3,101371,101371,0,0,"Wednesday, January 28, 2026"
20260129_EVAN BAKER,JAN-2026,202601,20260129,Evan Baker,2,2,55503,55503,0,0,"Thursday, January 29, 2026"
20260129_JAY HARRIS,JAN-2026,202601,20260129,Jay Harris,2,1,37882,22184,1,15698,"Thursday, January 29, 2026"
20260129_JENNA MARKS,JAN-2026,202601,20260129,Jenna Marks,0,0,0,0,0,0,"Thursday, January 29, 2026"
20260129_NADDIA BAZAR,JAN-2026,202601,20260129,Naddia Bazar,1,1,56420,56420,0,0,"Thursday, January 29, 2026"
20260129_TARA SINGH,JAN-2026,202601,20260129,Tara Singh,2,2,40114,40114,0,0,"Thursday, January 29, 2026"
20260129_LISA WONG,JAN-2026,202601,20260129,Lisa Wong,1,1,63715,63715,0,0,"Thursday, January 29, 2026"
20260129_MARCUS LEE,JAN-2026,202601,20260129,Marcus Lee,3,2,151582,103101,1,48481,"Thursday, January 29, 2026"
20260129_SOFIA CRUZ,JAN-2026,202601,20260129,Sofia Cruz,4,4,180281,180281,0,0,"Thursday, January 29, 2026"
20260129_ALEXANDER DAGEN,JAN-2026,202601,20260129,Alexander Dagen,2,2,68370,68370,0,0,"Thursday, January 29, 2026"
20260129_VICTOR CHEN,JAN-2026,202601,20260129,Victor Chen,3,3,101891,101891,0,0,"Thursday, January 29, 2026"
20260130_EVAN BAKER,JAN-2026,202601,20260130,Evan Baker,2,2,48543,48543,0,0,"Friday, January 30, 2026"
20260130_JAY HARRIS,JAN-2026,202601,20260130,Jay Harris,0,0,0,0,0,0,"Friday, January 30, 2026"
20260130_JENNA MARKS,JAN-2026,202601,20260130,Jenna Marks,2,2,66344,66344,0,0,"Friday, January 30, 2026"
20260130_NADDIA BAZAR,JAN-2026,202601,20260130,Naddia Bazar,4,4,139582,139582,0,0,"Friday, January 30, 2026"
20260130_TARA SINGH,JAN-2026,202601,20260130,Tara Singh,5,5,211645,211645,0,0,"Friday, January 30, 2026"
20260130_LISA WONG,JAN-2026,202601,20260130,Lisa Wong,1,1,60264,60264,0,0,"Friday, January 30, 2026"
20260130_MARCUS LEE,JAN-2026,202601,20260130,Marcus Lee,2,2,70728,70728,0,0,"Friday, January 30, 2026"
20260130_SOFIA CRUZ,JAN-2026,202601,20260130,Sofia Cruz,1,1,23723,23723,0,0,"Friday, January 30, 2026"
20260130_ALEXANDER DAGEN,JAN-2026,202601,20260130,Alexander Dagen,0,0,0,0,0,0,"Friday, January 30, 2026"
20260130_VICTOR CHEN,JAN-2026,202601,20260130,Victor Chen,1,1,25750,25750,0,0,"Friday, January 30, 2026"
20260202_EVAN BAKER,FEB-2026,202602,20260202,Evan Baker,4,1,150362,40950,3,109412,"Monday, February 02, 2026"
20260202_JAY HARRIS,FEB-2026,202602,20260202,Jay Harris,1,1,29760,29760,0,0,"Monday, February 02, 2026"
20260202_JENNA MARKS,FEB-2026,202602,20260202,Jenna Marks,5,5,196978,196978,0,0,"Monday, February 02, 2026"
20260202_NADDIA BAZAR,FEB-2026,202602,20260202,Naddia Bazar,2,2,71295,71295,0,0,"Monday, February 02, 2026"
20260202_TARA SINGH,FEB-2026,202602,20260202,Tara Singh,4,4,142480,142480,0,0,"Monday, February 02, 2026"
20260202_LISA WONG,FEB-2026,202602,20260202,Lisa Wong,2,2,41442,41442,0,0,"Monday, February 02, 2026"
20260202_MARCUS LEE,FEB-2026,202602,20260202,Marcus Lee,1,1,25352,25352,0,0,"Monday, February 02, 2026"
20260202_SOFIA CRUZ,FEB-2026,202602,20260202,Sofia Cruz,10,10,430101,430101,0,0,"Monday, February 02, 2026"
20260202_ALEXANDER DAGEN,FEB-2026,202602,20260202,Alexander Dagen,5,4,178013,162133,1,15880,"Monday, February 02, 2026"
20260202_VICTOR CHEN,FEB-2026,202602,20260202,Victor Chen,3,3,106013,106013,0,0,"Monday, February 02, 2026"
20260203_EVAN BAKER,FEB-2026,202602,20260203,Evan Baker,4,4,171212,171212,0,0,"Tuesday, February 03, 2026"
20260203_JAY HARRIS,FEB-2026,202602,20260203,Jay Harris,4,4,191959,191959,0,0,"Tuesday, February 03, 2026"
20260203_JENNA MARKS,FEB-2026,202602,20260203,Jenna Marks,1,1,30376,30376,0,0,"Tuesday, February 03, 2026"
20260203_NADDIA BAZAR,FEB-2026,202602,20260203,Naddia Bazar,2,2,98906,98906,0,0,"Tuesday, February 03, 2026"
20260203_TARA SINGH,FEB-2026,202602,20260203,Tara Singh,4,4,93315,93315,0,0,"Tuesday, February 03, 2026"
20260203_LISA WONG,FEB-2026,202602,20260203,Lisa Wong,4,4,158518,158518,0,0,"Tuesday, February 03, 2026"
20260203_MARCUS LEE,FEB-2026,202602,20260203,Marcus Lee,5,4,205022,194032,1,10990,"Tuesday, February 03, 2026"
20260203_SOFIA CRUZ,FEB-2026,202602,20260203,Sofia Cruz,6,6,173343,173343,0,0,"Tuesday, February 03, 2026"
20260203_ALEXANDER DAGEN,FEB-2026,202602,20260203,Alexander Dagen,3,3,123608,123608,0,0,"Tuesday, February 03, 2026"
20260203_VICTOR CHEN,FEB-2026,202602,20260203,Victor Chen,1,1,10299,10299,0,0,"Tuesday, February 03, 2026"
20260204_EVAN BAKER,FEB-2026,202602,20260204,Evan Baker,3,3,92496,92496,0,0,"Wednesday, February 04, 2026"
20260204_JAY HARRIS,FEB-2026,202602,20260204,Jay Harris,4,4,138726,138726,0,0,"Wednesday, February 04, 2026"
20260204_JENNA MARKS,FEB-2026,202602,20260204,Jenna Marks,3,3,134648,134648,0,0,"Wednesday, February 04, 2026"
20260204_NADDIA BAZAR,FEB-2026,202602,20260204,Naddia Bazar,5,5,225103,225103,0,0,"Wednesday, February 04, 2026"
20260204_TARA SINGH,FEB-2026,202602,20260204,Tara Singh,4,4,235810,235810,0,0,"Wednesday, February 04, 2026"
20260204_LISA WONG,FEB-2026,202602,20260204,Lisa Wong,4,3,102418,66446,1,35972,"Wednesday, February 04, 2026"
20260204_MARCUS LEE,FEB-2026,202602,20260204,Marcus Lee,0,0,0,0,0,0,"Wednesday, February 04, 2026"
20260204_SOFIA CRUZ,FEB-2026,202602,20260204,Sofia Cruz,5,5,190716,190716,0,0,"Wednesday, February 04, 2026"
20260204_ALEXANDER DAGEN,FEB-2026,202602,20260204,Alexander Dagen,5,5,178565,178565,0,0,"Wednesday, February 04, 2026"
20260204_VICTOR CHEN,FEB-2026,202602,20260204,Victor Chen,4,3,200210,145936,1,54274,"Wednesday, February 04, 2026"
20260205_EVAN BAKER,FEB-2026,202602,20260205,Evan Baker,3,3,101290,101290,0,0,"Thursday, February 05, 2026"
20260205_JAY HARRIS,FEB-2026,202602,20260205,Jay Harris,0,0,0,0,0,0,"Thursday, February 05, 2026"
20260205_JENNA MARKS,FEB-2026,202602,20260205,Jenna Marks,3,3,58788,58788,0,0,"Thursday, February 05, 2026"
20260205_NADDIA BAZAR,FEB-2026,202602,20260205,Naddia Bazar,4,3,138475,97160,1,41315,"Thursday, February 05, 2026"
20260205_TARA SINGH,FEB-2026,202602,20260205,Tara Singh,1,1,51581,51581,0,0,"Thursday, February 05, 2026"
20260205_LISA WONG,FEB-2026,202602,20260205,Lisa Wong,2,2,69082,69082,0,0,"Thursday, February 05, 2026"
20260205_MARCUS LEE,FEB-2026,202602,20260205,Marcus Lee,2,2,68491,68491,0,0,"Thursday, February 05, 2026"
20260205_SOFIA CRUZ,FEB-2026,202602,20260205,Sofia Cruz,5,5,203670,203670,0,0,"Thursday, February 05, 2026"
20260205_ALEXANDER DAGEN,FEB-2026,202602,20260205,Alexander Dagen,3,3,101283,101283,0,0,"Thursday, February 05, 2026"
20260205_VICTOR CHEN,FEB-2026,202602,20260205,Victor Chen,5,5,155155,155155,0,0,"Thursday, February 05, 2026"
20260206_EVAN BAKER,FEB-2026,202602,20260206,Evan Baker,2,1,85552,34299,1,51253,"Friday, February 06, 2026"
20260206_JAY HARRIS,FEB-2026,202602,20260206,Jay Harris,1,1,41339,41339,0,0,"Friday, February 06, 2026"
20260206_JENNA MARKS,FEB-2026,202602,20260206,Jenna Marks,1,1,62275,62275,0,0,"Friday, February 06, 2026"
20260206_NADDIA BAZAR,FEB-2026,202602,20260206,Naddia Bazar,3,3,89335,89335,0,0,"Friday, February 06, 2026"
20260206_TARA SINGH,FEB-2026,202602,20260206,Tara Singh,5,4,184210,132977,1,51233,"Friday, February 06, 2026"
20260206_LISA WONG,FEB-2026,202602,20260206,Lisa Wong,3,3,133513,133513,0,0,"Friday, February 06, 2026"
20260206_MARCUS LEE,FEB-2026,202602,20260206,Marcus Lee,4,4,198154,198154,0,0,"Friday, February 06, 2026"
20260206_SOFIA CRUZ,FEB-2026,202602,20260206,Sofia Cruz,6,6,206820,206820,0,0,"Friday, February 06, 2026"
20260206_ALEXANDER DAGEN,FEB-2026,202602,20260206,Alexander Dagen,5,5,187823,187823,0,0,"Friday, February 06, 2026"
20260206_VICTOR CHEN,FEB-2026,202602,20260206,Victor Chen,4,4,140778,140778,0,0,"Friday, February 06, 2026"
20260209_EVAN BAKER,FEB-2026,202602,20260209,Evan Baker,3,3,155478,155478,0,0,"Monday, February 09, 2026"
20260209_JAY HARRIS,FEB-2026,202602,20260209,Jay Harris,1,1,52233,52233,0,0,"Monday, February 09, 2026"
20260209_JENNA MARKS,FEB-2026,202602,20260209,Jenna Marks,1,1,45799,45799,0,0,"Monday, February 09, 2026"
20260209_NADDIA BAZAR,FEB-2026,202602,20260209,Naddia Bazar,4,4,174429,174429,0,0,"Monday, February 09, 2026"
20260209_TARA SINGH,FEB-2026,202602,20260209,Tara Singh,6,5,165750,145405,1,20345,"Monday, February 09, 2026"
20260209_LISA WONG,FEB-2026,202602,20260209,Lisa Wong,2,1,57403,10993,1,46410,"Monday, February 09, 2026"
20260209_MARCUS LEE,FEB-2026,202602,20260209,Marcus Lee,1,1,26532,26532,0,0,"Monday, February 09, 2026"
20260209_SOFIA CRUZ,FEB-2026,202602,20260209,Sofia Cruz,5,5,181076,181076,0,0,"Monday, February 09, 2026"
20260209_ALEXANDER DAGEN,FEB-2026,202602,20260209,Alexander Dagen,2,2,92246,92246,0,0,"Monday, February 09, 2026"
20260209_VICTOR CHEN,FEB-2026,202602,20260209,Victor Chen,4,4,100658,100658,0,0,"Monday, February 09, 2026"
20260210_EVAN BAKER,FEB-2026,202602,20260210,Evan Baker,1,1,10213,10213,0,0,"Tuesday, February 10, 2026"
20260210_JAY HARRIS,FEB-2026,202602,20260210,Jay Harris,3,2,83257,53590,1,29667,"Tuesday, February 10, 2026"
20260210_JENNA MARKS,FEB-2026,202602,20260210,Jenna Marks,4,4,127889,127889,0,0,"Tuesday, February 10, 2026"
20260210_NADDIA BAZAR,FEB-2026,202602,20260210,Naddia Bazar,4,3,116463,94970,1,21493,"Tuesday, February 10, 2026"
20260210_TARA SINGH,FEB-2026,202602,20260210,Tara Singh,3,3,89022,89022,0,0,"Tuesday, February 10, 2026"
20260210_LISA WONG,FEB-2026,202602,20260210,Lisa Wong,3,3,108832,108832,0,0,"Tuesday, February 10, 2026"
20260210_MARCUS LEE,FEB-2026,202602,20260210,Marcus Lee,2,2,109051,109051,0,0,"Tuesday, February 10, 2026"
20260210_SOFIA CRUZ,FEB-2026,202602,20260210,Sofia Cruz,6,6,195977,195977,0,0,"Tuesday, February 10, 2026"
20260210_ALEXANDER DAGEN,FEB-2026,202602,20260210,Alexander Dagen,4,4,166827,166827,0,0,"Tuesday, February 10, 2026"
20260210_VICTOR CHEN,FEB-2026,202602,20260210,Victor Chen,0,0,0,0,0,0,"Tuesday, February 10, 2026"
20260211_EVAN BAKER,FEB-2026,202602,20260211,Evan Baker,4,4,143029,143029,0,0,"Wednesday, February 11, 2026"
20260211_JAY HARRIS,FEB-2026,202602,20260211,Jay Harris,0,0,0,0,0,0,"Wednesday, February 11, 2026"
20260211_JENNA MARKS,FEB-2026,202602,20260211,Jenna Marks,0,0,0,0,0,0,"Wednesday, February 11, 2026"
20260211_NADDIA BAZAR,FEB-2026,202602,20260211,Naddia Bazar,3,3,81438,81438,0,0,"Wednesday, February 11, 2026"
20260211_TARA SINGH,FEB-2026,202602,20260211,Tara Singh,3,3,129544,129544,0,0,"Wednesday, February 11, 2026"
20260211_LISA WONG,FEB-2026,202602,20260211,Lisa Wong,3,3,118013,118013,0,0,"Wednesday, February 11, 2026"
20260211_MARCUS LEE,FEB-2026,202602,20260211,Marcus Lee,4,3,149511,133052,1,16459,"Wednesday, February 11, 2026"
20260211_SOFIA CRUZ,FEB-2026,202602,20260211,Sofia Cruz,8,7,315382,291363,1,24019,"Wednesday, February 11, 2026"
20260211_ALEXANDER DAGEN,FEB-2026,202602,20260211,Alexander Dagen,0,0,0,0,0,0,"Wednesday, February 11, 2026"
20260211_VICTOR CHEN,FEB-2026,202602,20260211,Victor Chen,1,1,33002,33002,0,0,"Wednesday, February 11, 2026"
20260212_EVAN BAKER,FEB-2026,202602,20260212,Evan Baker,4,3,131960,86830,1,45130,"Thursday, February 12, 2026"
20260212_JAY HARRIS,FEB-2026,202602,20260212,Jay Harris,3,3,160214,160214,0,0,"Thursday, February 12, 2026"
20260212_JENNA MARKS,FEB-2026,202602,20260212,Jenna Marks,1,1,46164,46164,0,0,"Thursday, February 12, 2026"
20260212_NADDIA BAZAR,FEB-2026,202602,20260212,Naddia Bazar,3,3,96750,96750,0,0,"Thursday, February 12, 2026"
20260212_TARA SINGH,FEB-2026,202602,20260212,Tara Singh,5,5,150620,150620,0,0,"Thursday, February 12, 2026"
20260212_LISA WONG,FEB-2026,202602,20260212,Lisa Wong,4,3,89691,76144,1,13547,"Thursday, February 12, 2026"
20260212_MARCUS LEE,FEB-2026,202602,20260212,Marcus Lee,2,2,92545,92545,0,0,"Thursday, February 12, 2026"
20260212_SOFIA CRUZ,FEB-2026,202602,20260212,Sofia Cruz,4,4,102320,102320,0,0,"Thursday, February 12, 2026"
20260212_ALEXANDER DAGEN,FEB-2026,202602,20260212,Alexander Dagen,2,2,104550,104550,0,0,"Thursday, February 12, 2026"
20260212_VICTOR CHEN,FEB-2026,202602,20260212,Victor Chen,2,1,71677,61841,1,9836,"Thursday, February 12, 2026"
20260213_EVAN BAKER,FEB-2026,202602,20260213,Evan Baker,2,2,121749,121749,0,0,"Friday, February 13, 2026"
20260213_JAY HARRIS,FEB-2026,202602,20260213,Jay Harris,1,1,11284,11284,0,0,"Friday, February 13, 2026"
20260213_JENNA MARKS,FEB-2026,202602,20260213,Jenna Marks,2,2,88142,88142,0,0,"Friday, February 13, 2026"
20260213_NADDIA BAZAR,FEB-2026,202602,20260213,Naddia Bazar,3,3,60360,60360,0,0,"Friday, February 13, 2026"
20260213_TARA SINGH,FEB-2026,202602,20260213,Tara Singh,3,3,116942,116942,0,0,"Friday, February 13, 2026"
20260213_LISA WONG,FEB-2026,202602,20260213,Lisa Wong,4,4,175217,175217,0,0,"Friday, February 13, 2026"
20260213_MARCUS LEE,FEB-2026,202602,20260213,Marcus Lee,5,4,106204,82884,1,23320,"Friday, February 13, 2026"
